"company","subject","description","status","priority","category","contact","assignedTo","tasksPerformed","pcName","serialNumber","pendingTasks","equipmentTaken","hours","createdAt","resolvedAt"
"HZB","Uitbreiding telefonie","- Webex voor 7 gebruikers en eigen intern nummer
- Mobielnummer porteren voor VAMOS
- Planning : 0612607420
- Werving : 0628891623
- Rapportage uitbellen","OPEN","NORMAL","OTHER","Hkarimi","Ayoub Elkaoui","","","","","","","2025-11-25",""
"ITFIN","Lost password on PDF XChange Co.","","CLOSED","NORMAL","OTHER","Security-Noreply","Ayoub Elkaoui","","","","","","","2025-11-27","2025-11-29"
"ITFIN","Order submission Online via Stripe. Order Status: completed. Order number: #ITA737128E","","CLOSED","NORMAL","OTHER","Sales","Ayoub Elkaoui","","","","","","","2025-11-27","2025-11-29"
"ITFIN","ClockWise: Update beschikbaarheid / Update availablitiy","","OPEN","NORMAL","SOFTWARE","Nieuwsbrief","Ayoub Elkaoui","","","","","","","2025-12-01",""
"ELMAR","HP Docking station plaatsen","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","-","","","Display kabel moet nog aangeschafd worden","","1","2025-12-02",""
"MAZAZORG","Problemen met Teams","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","-","","","2x gebeld nog niet opgenomen 
06819221245","","1","2025-12-02",""
"MAZAZORG","Laptop klaarmaken voor Zayd","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","-","","5CG4071JCK","","n.v.t.
Naam PC:
MAZLAP112501","1","2025-12-02",""
"BVZ","Hamid Gescande items kwijt","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","- Hamid was de gescande items van 18-9 even kwijt meegholpen zoeken en informatie gegeven waar hij ze kan vinden in vervolg","","","","","0.25","2025-12-02",""
"ITFIN","AHKLAP112501 instellen","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","-","AHKLAP112501","5CD4244QV2","","","1","2025-12-02",""
"ITFIN","ClockWise: Update beschikbaarheid / Update availablitiy","","OPEN","NORMAL","SOFTWARE","Nieuwsbrief","Ayoub Elkaoui","","","","","","","2025-12-02",""
"ITFIN","Laptops hakim gegevens overgezet","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Laptops die zijn gelukt ; Grijze HP; Asus Blauw; Acer Wit; - Niet gelukte laptops:; Apple; Zwarte Acer; Grijze Asus","","","","","1","2025-12-02",""
"RAJATHUISZORG","Claudia Niewe laptop en User account op pc ww vergeten","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Nieuwe laptop ingesteld voor Claudia; - Vaste PC op locatie ww gewijzigd van user ; - Account weer open gezet en admin accounts toegevoegd; - Office ingesteld Claudia","RAJLAP122501","5CG3416KHS","","- USB-C hubje 
- Laptop G10
- Adapter laptop
- Adapter USB-C hubje","2","2025-12-03",""
"RAJATHUISZORG","Dropbox werkte niet meer op laptop en internet op pc werkte niet","","OPEN","NORMAL","HARDWARE","G Vanspengen","Ayoub Elkaoui","- Dropbox opnieuw geinstalleerd en gekoppeld aan pc; - Bestanden zijn terug ; - Vaste PC op kantoor miste driver voor netwerk geinstalleerd netwerk werkt weer","","","","","1","2025-12-03",""
"ITFIN","Laptop hp aanmelden","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2025-12-03",""
"HZB","Printer scannen werkt niet meer na update","","OPEN","NORMAL","HARDWARE","Ksaid","Ayoub Elkaoui","- Nieuw Google account aangemaakt voor printer; - SMTP op printer ingesteld; - Getest met Khalid scan kwam binnen op de mail","","","","","0.25","2025-12-03",""
"ITFIN","6 laptops opgehaald Wormerveer","","OPEN","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Naar wormerveer 6 laptops opgehaald","","","","- 4x G9
- 2x G8
- 6x opladers laptop USB-C
- 2x opladers DELL PC 130W
- 1x Oplader DELL PC 90W","2.5","2025-12-03",""
"ALTUM","Laptop Altum klaargemaakt","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Laptop klaar gemaakt voor Altum","ATSLAP122501","5CG211DC4X","","","1","2025-12-04",""
"ZVOS","Printer instellen op pc","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Hakima kon niet printer ; - Printer ingesteld op pc; - Naam ZVOSPRT01 gegeven ; - Getest met hakima of het werkte","","","","","0.5","2025-12-04",""
"HZB","Gebruiker aanmaken","Hasan, Woensdag begint Angelika op de personele administratie. Zij moet de laptop van Danya in gebruik nemen deze staat al klaar voor haar, maar moet wel worden overgezet.
Verder moet haar mailadres angelika fazal
angelika@hetzorgbureau.nl worden aangemaakt 
en moet ze toegang hebben tot de werken, documenten inbox en agenda. En tot de Sziss Bendy, werkprofielen mappen
Thanks","OPEN","NORMAL","OTHER","Ebless","Ayoub Elkaoui","","","","","","","2025-12-06",""
"HZB","Aanvragen webex telefonie","Planning
Jaouad
P.mohamed
Nacer
Anass
Werving
Ernst
Dalgra
Fazal
Administratie
Khalid
Oummmousa
Apart
Hodaifa","OPEN","NORMAL","OTHER","Hkarimi","Ayoub Elkaoui","","","","","","","2025-12-06",""
"ZVOS","Printer koppelen","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Printer gekoppeld van wessel ; - Printernaam ZVOSWESS01 zodat duidelijk is welke van heide en welke van wessel ; - getest samen met yasmine","SerieNummer:","Office Licentie:","","","0.25","2025-12-08",""
"ELMAR","Wifi punt werkt niet","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Wifi kabel geeft geen internet ; - Kabel nummer is niet te zien kabel loopt door naar altum ; - hassan op de hoogte gesteld","SerieNummer:","Office Licentie:","","","1","2025-12-11",""
"ZORGKOMPAS","Wassima arjan nieuw ww office","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Wassima Arjan heeft een nieuw ww nodig voor in office ze kan haar laptop niet meer in","SerieNummer:","Office Licentie:","","","1","2025-12-11",""
"ZORGKOMPAS","Ramazan problemen adobe","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","- HP Wolf security op pdf files ; - Heeft op moment geen tijd om het overal weg te halen wilt graag maandag teruggebeld worden ; - Voor nu zet hij het per pdf bestand zelf uit","SerieNummer:","Office Licentie:","","","0.25","2025-12-11",""
"ELMAR","Laptops opgehaald & klaargemaakt voor Ali","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Laptops opgehaald in Naarden.; ARRLAP102501 t/m ARRLAP102510 klaargemaakt voor Ali.","","","","","4","2025-12-11",""
"HZB","Mailbox toegang","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","- Danya toegang geven tot werken mailbox werken@hetzorgbureau.nl; - Doorgegeven aan Hassan; - Getest met Danya of toegang werkte","SerieNummer:","Office Licentie:","","","0.25","2025-12-11",""
"ZVOS","Printerproblemen & internet Apeldoorn Heideveld","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Printerproblemen op locatie Apeldoorn onderzocht en opgelost.; Internetproblemen verholpen.; Testafdrukken en verbindingscontrole uitgevoerd.","","","","","3","2025-12-11",""
"ITFIN","Overzicht maken ITFin facturen","","OPEN","NORMAL","SOFTWARE","","Ayoub Elkaoui","Overzicht gemaakt middels excel script per bedrijf facturen; Overzicht volgens Hassan niet bruikbaar; analyse gestart en notities gemaakt.","","","","","2","2025-12-11",""
"ITFIN","Kantoorbezoek website afspraak JMZ","","OPEN","NORMAL","SOFTWARE","","Ayoub Elkaoui","Langs kantoor geweest vanwege website-afspraak.; Verplaatst last minute","","","","","1","2025-12-11",""
"ELMAR","Patchkast & kabelproblemen opgelost","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Domeinvraag Samyae genoteerd.; Internetkabel Sam werkte niet; Verbindingen gecontroleerd en kabels correct geplaatst.","","","","","2","2025-12-11",""
"ITFIN","Moskee Utrecht Overvecht – Digibord & PC installatie","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Rit naar locatie + installatie uitgevoerd.; Digibord geplaatst en aangesloten.; PC ingesteld en gebruiksklaar gemaakt.","","","","PC
HDMI-kabel
Oplader","3.5","2025-12-11",""
"ZORGKOMPAS","Adobe problemen Ramazan","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Adobe foutmeldingen onderzocht en opgelost.; Wolf security blokkeerde pdf bestanden","","","","","1","2025-12-11",""
"ALTUM","Laptop Parsa afgerond","","OPEN","NORMAL","HARDWARE","Rob Vdwetering","Ayoub Elkaoui","Laptop Parsa volledig ingericht.","","","","","2","2025-12-11",""
"ITFIN","Amac Amersfoort – AirPods ophalen","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","AirPods opgehaald bij Amac Amersfoort.","","","","AirPods","1","2025-12-11",""
"BVZ","Laptop Tarik klaargemaakt","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Laptop ingesteld voor Tarik.; Wachtwoord geplaatst.","BVZLAP102502","MYH4PVGQCJ","","","1","2025-12-11",""
"ITFIN","Apple Store Amsterdam","","OPEN","NORMAL","SOFTWARE","","Ayoub Elkaoui","Naar Apple Store Amsterdam.; Geen items meegekregen.","","","","","1.75","2025-12-11",""
"ALTUM","Digiborden geüpgraded","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Digibord beneden geüpgraded naar Windows 11.","","","","","1","2025-12-11",""
"ELMAR","Digiborden geüpgraded","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Digibord boven geüpgraded naar Windows 11.","","","","","1","2025-12-11",""
"CODENAMEFUTURE","CNF oude webshop toegang","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","Tamara CNF gesproken over oude webshop-toegang.; Doorgegeven aan Hassan die zou dit oppakken","","","","","0.5","2025-12-11",""
"RAJATHUISZORG","Rajathuiszorg Gerrit email en printer problemen","","OPEN","NORMAL","HARDWARE","G Vanspengen","Ayoub Elkaoui","Gerrit geholpen met e-mail en printerproblemen.","","","","","1.5","2025-12-11",""
"ALTUM","Office activering Parsa","","OPEN","NORMAL","ACCOUNT","Rob Vdwetering","Ayoub Elkaoui","Office telefonisch geactiveerd.","ATSLAP102501","5CG301059P","","","0.5","2025-12-11",""
"ELMAR","Office activering + vergaderzaal","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Office geactiveerd voor Abdelsamad.; Vergaderzaal-PC geactiveerd.","","","","","1","2025-12-11",""
"ZVOS","Telefoon geleverd + WhatsApp ingesteld heideveld","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Telefoon geleverd.; WhatsApp ingesteld voor gebruiker.","","","","Telefoon","2","2025-12-11",""
"TRC","Drivers geüpdatet voor Mohammed","","OPEN","NORMAL","SOFTWARE","","Ayoub Elkaoui","Alle benodigde drivers bijgewerkt voor Mohammed Amine The Ryck.; Prestatieproblemen onderzocht op basis van meldingen van Hassan.","","","","","1","2025-12-11",""
"HZB","BIOS fout & systeemproblemen","","OPEN","NORMAL","OTHER","Aloswijk","Ayoub Elkaoui","Spoedmelding van Abdelmalik behandeld.; BIOS-fout onderzocht en herstel uitgevoerd.; Systeemstatus gecontroleerd na reboot.","","","","","2","2025-12-11",""
"ZORGKOMPAS","Netwerksnelheid & locatiecontrole Amersfoort centrum","","OPEN","NORMAL","NETWORK","","Ayoub Elkaoui","Internet- en netwerksnelheid op locatie gecontroleerd.; Verbindingen getest en probleemoplossing uitgevoerd.","","","","","2","2025-12-11",""
"HZB","Outlook agenda probleem opgelost","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Agenda van (werkt niet goed) onderzocht.; Probleem verholpen en synchronisatie hersteld voor outlook agenda werving en werken.; Getest met Aziz of het werkte","","","","","0.75","2025-12-11",""
"ELMAR","ondersteuning Rick / Ibrahim / Faical","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Blue screen en performanceproblemen onderzocht bij Rick.; Ibrahim ondersteuning geboden.; Faical problemen opgelost.; Outlook foutmelding onderzocht.; Event Viewer gecontroleerd en systemen getest.","","","","","1","2025-12-11",""
"ZVOS","Gedeelde mailboxen ingesteld","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Gedeelde mailboxen toegevoegd via weboutlook.; Gebruikersrechten gecontroleerd","","","","","1","2025-12-11",""
"TRC","Office activering Hilal","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Office licentie geactiveerd voor gebruiker Hilal.; PC volledig gecontroleerd en gekoppeld aan correct account.; Installatie getest en werking bevestigd.","TRCLAP102501","5CG3416KN8","","","1","2025-12-11",""
"TRC","Mail & licentieproblemen Elgazi","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Gedeelde mailbox toegevoegd bij Elgazji.","","","","","1","2025-12-11",""
"ALTUM","OneDrive synchronisatiefout opgelost","","OPEN","NORMAL","ACCOUNT","Rob Vdwetering","Ayoub Elkaoui","Rob van Altum ondersteund bij een synchronisatiefout in OneDrive.; Foutmelding geanalyseerd en synchronisatie opnieuw ingesteld.; Bevestigd dat bestanden correct worden gesynchroniseerd.","","","","","1","2025-12-11",""
"ZORGKOMPAS","Dongle geleverd & internet verbeterd amersfoort centrum","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Gecontroleerd of de dongle was geleverd.; Dongle bij Zorgkompas afgeleverd.; Verbinding opnieuw ingesteld met de nieuwe dongle en internetverbinding getest.; Gebruikers geïnformeerd over gebruik en bekabeling.","","","","Dongle","2","2025-12-11",""
"TRC","Office licentie Oumaima","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Gebruiker Oumaima van The Ryck geholpen met Office-licentieproblemen.; Licentie gecontroleerd en rechten aangepast zodat Word, Excel en Office-app wel werken.","","","","","1","2025-12-11",""
"ELMAR","licentie Faical vernieuwd","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Faical geholpen bij mailproblemen: bleek geen geldige Office-licentie te hebben.; Nieuwe Office-licentie toegepast en geactiveerd.","ELMWKS102501","9Q007K3","","","1","2025-12-11",""
"TRC","Gedeelte mailbox compliance","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Gedeelde mailbox(en) in weboutlook toegevoegd.; Naam van compliance-mailbox gecorrigeerd (Ryck i.p.v. Ryck met foutieve spelling).; Bevestigd dat mail functioneert.","","","","","1","2025-12-11",""
"ZVOS","Shiftbase urenoverleg","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","Contact gehad met ZVOS over urenregistratie in Shiftbase ; Doorgegeven aan Hassan pakt het verder op.","","","","","0.25","2025-12-11",""
"HZB","Outlook agenda hersteld","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Aziz van Het Zorgbureau geholpen bij een Outlook-agendaprobleem; Agenda-instellingen gecontroleerd en aangepast.; Bevestigd dat afspraken weer zichtbaar en correct gesynchroniseerd zijn.","","","","n.v.t.
Extra informatie:
Gesproken met 062162929
email gebruiker: aziz@hetzorgbureau.nl","0.75","2025-12-11",""
"ZVOS","Printerprobleem heideveld opgelost","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","ZVOS gebeld i.v.m. printprobleem.; Meermaals geprobeerd contact te krijgen, daarna via Thijs/Yasmina verder geholpen.; Oorzaak: internetkabel was uit de printer getrokken.; Kabel teruggeplaatst en medewerkers geïnstrueerd op kabels goed vast te laten zitten.; Print getest en bevestigd dat het werkt.","","","","","1","2025-12-11",""
"ITFIN","APK & bandenwissel","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","In Utrecht naar de garage geweest voor APK-keuring en wisselen naar winterbanden (in opdracht van Hassan / ITFin).; Ter plekke gewacht en status teruggekoppeld.; Factuurbedrag afgestemd (€80) en bevestigd dat betaling wordt gedaan.; Locatie Allsafe benaderd i.v.m. opslag/terugplaatsen banden.","","","","Auto / banden (in opdracht, niet eigen apparatuur)","3.5","2025-12-11",""
"ITFIN","Laptop opgehaald","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Laptop opgehaald bij Asbascomputers volgens opdracht.","","","","Laptop","0.5","2025-12-11",""
"ITFIN","Producten gecontroleerd","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","Contact opgenomen met Coolblue om te controleren of alle artikelen in het winkelmandje van ; administratie@itfin.nl beschikbaar zijn.; Beschikbaarheid kon niet ingezien worden langegaan bij de winkel.; Terugkoppeling gegeven aan Hassan producten waren niet beschikbaar.","","","","","0.5","2025-12-11",""
"ZVOS","Laptop & iPhone ingesteld voor Isabella","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Laptop ZVOSLAP112501 volledig ingericht.; Laptop naar Isabella gebracht.; iPhone ingesteld en gekoppeld waar nodig.; Samen met Isabella laptop en iPhone getest.","ZVOSLAP112501","5CG4071JBV","","","4","2025-12-11",""
"ELMAR","Laptop ELMLAP112501 ingesteld","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Laptop ELMLAP112501 ingericht.; Basisinstellingen uitgevoerd en gecontroleerd.; Systeem kort getest.","ELMLAP112501","","","","1","2025-12-11",""
"TRC","Mailinglijsten & laptop TRCLAP112502","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Mailinglijsten voor The Ryck ingericht via Power Automate.; Laptop TRCLAP112502 klaargemaakt en ingesteld.","TRCLAP112502","","","","3.5","2025-12-11",""
"ITFIN","Laptops en pc’s opgehaald","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Naar Naarden gereden om laptops en pc’s op te halen.","","","","","1","2025-12-11",""
"HZB","Werkplek Julia ingericht","","OPEN","NORMAL","HARDWARE","Ebless","Ayoub Elkaoui","Werkplek ingericht voor Julia, nieuwe medewerker.; Pc/laptop aangesloten, ingelogd en basisapplicaties getest.; E-mail en Office gecontroleerd.","","","","","1.5","2025-12-11",""
"ZVOS","Laptop ZVOSLAP112502, camera & Rachid","","OPEN","NORMAL","HARDWARE","R Boughalab","Ayoub Elkaoui","Laptop ZVOSLAP112502 ingesteld.; Camera op locatie Beekstraat geïnstalleerd.; Bij Rachid langs geweest om zijn laptop in te stellen.; Alles getest op werking.","ZVOSLAP112502","","","Camera","4","2025-12-11",""
"BVZ","Laptop & hub-drivers","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Laptop van Samia onderzocht.; Hub-drivers opnieuw geïnstalleerd/geüpdatet.","","","","","1","2025-12-11",""
"ITFIN","Langs Mediamarkt","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Ipad/ms laptop en hoesjes bij Mediamarkt opgehaald.; Goederen gecontroleerd en op kantoor afgeleverd.","","","","","0.5","2025-12-11",""
"ITFIN","PC aangesloten en data overgezet","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Werkplek VALWKS pc aangesloten.; Monitor(en), muis en toetsenbord aangesloten.; Data van laptop naar pc overgezet.","","","","","1","2025-12-11",""
"TRC","Drie pc’s gekoppeld en Office klaargemaakt","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","Drie pc’s voor The Ryck gekoppeld en ingericht.","","","","","2","2025-12-11",""
"ZVOS","Schermen en mounts Beekstraat","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Schermen en monitor-mounts naar locatie Beekstraat gebracht.; Schermen geplaatst en aangesloten.; Weergave getest.","","","","4 kleine en 1 grote Schermen
8 TV-mounts","3","2025-12-11",""
"JMZ","Laptop met defecte batterij opgehaald","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","Bij Jesse (JMZ) langsgeweest.; Laptop met defecte batterij opgehaald.; Teruggekoppeld dat er geen extra batterij is geleverd.","","","","","0.5","2025-12-11",""
"ELMAR","PC onderdelen uitzoeken","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Jan Nathan gesproken over een nieuwe pc ; - Uitzoeken welke onderdelen nodig zijn voor de PC","SerieNummer:","Office Licentie:","","","1","2025-12-11",""
"CODENAMEFUTURE","CNF Oude webshop","","CLOSED","NORMAL","OTHER","Martijn","Ayoub Elkaoui","- Martijn gebeld ze hebben de oude webshop van CNF nodig","SerieNummer:","Office Licentie:","","","1","2025-12-15","2025-12-18"
"ELMAR","DNS ng-vastgoedontwikkeling.nl","","CLOSED","NORMAL","NETWORK","","Ayoub Elkaoui","- DNS ng-vastgoedontwikkeling.nl ; 32.204.150.5; - moet zijn 35.204.150.5","SerieNummer:","Office Licentie:","","","1","2025-12-15","2025-12-18"
"ELMAR","Printer wou niet printen  (ELMPRT02 en 03)","","CLOSED","NORMAL","HARDWARE","","Ayoub Elkaoui","- Meegekeken naar printer ; - Wachtij rijen die bleven hangen verwijderd ; - Hij had blijkbaar 6x het document geprint en daarbij zaten nog 12 bladzijdes aan voorwaarden bij ; - uitgelegd hoe hij alleen kan printen wat nodig is","SerieNummer:","Office Licentie:","","","1","2025-12-18","2025-12-18"
"ELMAR","Internet werkt niet pc","","CLOSED","NORMAL","HARDWARE","","Ayoub Elkaoui","- Internet kabel uit telefoon en pc gehaald ; - opnieuw ingevoerd ; - werkt nu weer normaal","SerieNummer:","Office Licentie:","Wifi punten zijn niet gelabeld op kantoor","","1","2025-12-18","2025-12-18"
"ZVOS","Camera instellen","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","-","ZVOSWKS122501","D2ZK8D2","","1x PC 
1x toetsenbord bedraad 
1x muis bedraad 
1x scherm dell 
1x hdmi kabel 
1x internetkabel","1","2025-12-30",""
"ZVOS","Uitleg scannen","","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2026-01-02",""
"THEFUTURECOMPANY","Trengo setup gedeelde mailboxen","","OPEN","NORMAL","ACCOUNT","","Ayoub Elkaoui","- contact opgenomen met trengo ; - afspraak gemaakt met trengo 17:05 ze bellen hassan ; - Walid op de hoogte gesteld","SerieNummer:","Office Licentie:","","","1","2026-01-13",""
"BVZ","1x G9 Laptop klaargemaakt","BVZLAP012601","OPEN","NORMAL","HARDWARE","Selma Akatal","Ayoub Elkaoui","","","","","","","2026-01-15",""
"ZVOS","Camera's binnen verwijderen","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Camera's moeten verwijderd worden binnen","SerieNummer:","Office Licentie:","","","0","2026-01-26",""
"BVZ","Nieuwe Telefoons en nieuwe voeding USB-C hub","","OPEN","NORMAL","HARDWARE","Selma Akatal","Ayoub Elkaoui","- Selma wou graag 2 nieuwe telefoons voor op kantoor; - ook is er een usb-c hubje waarvan ze de voeding kwijt zijn daar moet een nieuwe voeding voor komen","SerieNummer:","Office Licentie:","","","1","2026-01-26",""
"ZVOS","Nieuwe laptop klaargemaakt","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- nieuwe laptop klaargemaakt","ZVOSLAP022601","Office Licentie:","","","1","2026-02-02",""
"HZB","Gek programma op laptop en beeldschermen flikkeren","","OPEN","NORMAL","HARDWARE","Administratie","Ayoub Elkaoui","- Programma heette pc app store deze is nu verwijderd 3-2-26 gedownload door iemand om 11:30 zorgde voor een avast beeld en kon niet wegklikken; - Schermen flikkerde kabel eruit en erin gedaan nu werkt het weer","SerieNummer:","Office Licentie:","","","0.5","2026-02-04",""
"LAURIER","Geholpen met instellen werktelefoon en laptop","","OPEN","NORMAL","HARDWARE","V Laurier","Ayoub Elkaoui","- Laptop ingesteld ; - Telefoon ingesteld","ZVOSLAP022601","5CG4123WLN","","","1","2026-02-05",""
"LAURIER","Handtekening mail toevoegen en vraag over nummers werktelefoon","","OPEN","NORMAL","HARDWARE","V Laurier","Ayoub Elkaoui","- Handtekening toegevoegd aan mail ; - vragen over nummers en mail","SerieNummer:","Office Licentie:","","","0.5","2026-02-05",""
"TRC","2 werkplekken klaargemaakt","2 werkplekken klaargemaakt 
2 pc’s gekoppeld aan domein 
Pc naam:
TRCWKS032505
TRCWKS022601
Meegenomen:
- 1 pc 7050
- 1 toetsenbord bedraad
- 1 muis bedraad","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2026-02-05",""
"HZB","Kabel en switch gebracht","Kabel en switch gebracht naar moskee tawheed
20 min","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2026-02-05",""
"MAZAZORG","3 schermen, toetsenbord en docking","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- 2 werkplekken klaargemaakt voor mazazorg ; - verschillende apparatuur meegenomen","SerieNummer:","Office Licentie:","","PC Naam:","1","2026-02-08",""
"ALTUM","Script aanmaken voor Altum database","31-12-2024 TOIF 1650 : 32662.41
01-01-2025 TOIF 1650 : 34.982,41
Bedrag moet gelijk zijn","OPEN","HIGH","ACCOUNT","","Ayoub Elkaoui","- Script aangemaakt ; - script getest op test omgeving ; - totaal komt nu uit op 32662,41; - staat in teams","SerieNummer:","Office Licentie:","","","1","2026-02-09",""
"ALTUM","Aanpassen GB (hassan)","Ik zie geen aanpassingen ontstaan.
Daarnaast zie ik dat grootboek 7111 ontbreekt hier is wel een
mutatie op geweest. ZOu jij deze terug willen zetten?","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2026-02-09",""
"HZB","Nieuwe pc installeren en configuren","Windows 11 pro upgrade
Office 2021
Koppelen aan HZB
Inloggen met account Hodayfa","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2026-02-09",""
"BVZ","Website maken voor saskia","Nog niets mee doen.","OPEN","NORMAL","SOFTWARE","Selma Akatal","Ayoub Elkaoui","","","","","","","2026-02-09",""
"QWICK","Switch","01:
27
43
45
46
02:
32
39","OPEN","NORMAL","NETWORK","","Ayoub Elkaoui","","","","","","","2026-02-09",""
"ALTUM","Laatste wijzingen app clockwise","Laatste punten:
- uren limieten toevoegen per project per medewerker
- beheer pagina voor atv en ziekte
- favorieten uren registratie 
- reminder mail elke di 12:00
- reisuren/avond/nacht toevoegen aan uren registratie
- Hassan beheerder backend auto starten","CLOSED","NORMAL","SOFTWARE","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2026-02-10","2026-02-11"
"BVZ","Dockingstation","","OPEN","NORMAL","HARDWARE","Selma Akatal","Ayoub Elkaoui","- Docking station vervangen; - oude docking station meegenomen werkt nog goed alleen voeding was niet juist","SerieNummer:","Office Licentie:","","docking station
voeding docking station","0.5","2026-02-10",""
"DVA","Verhuizing website naar onze hosting","","OPEN","NORMAL","SOFTWARE","","Ayoub Elkaoui","- website samen100care.nl verhuizen naar onze hosting","SerieNummer:","Office Licentie:","","","1","2026-02-10",""
"ZVOS","Tv monteren en 4 camera's verwijderen heideveld","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Tv monteren kamer beneden en verplaatsen huidige tv naar kantoor ; - 4 camera's verwijderen binnen","SerieNummer:","Office Licentie:","","- TV
- tv beugel","3.5","2026-02-10",""
"TRC","Telefoon","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2026-02-10",""
"BVZ","PC's heideveld nog op windows 10","Notitie:
Het is me opgevallen dat bij de heideveld de pc's erg traag zijn en nog op windows 10 runnen","OPEN","NORMAL","SOFTWARE","A Tajjiou","Ayoub Elkaoui","","","","","","","2026-02-10",""
"HZB","Problemen met pdf in adobe reader","","OPEN","NORMAL","ACCOUNT","Administratie","Ayoub Elkaoui","- onderzocht wat het probleem kan zijn het lijkt te maken te hebben met de pdf zelf ; - pdf opent normaal als je een andere pdf opent ; - deze oplossing was voldoende","SerieNummer:","Office Licentie:","","","0.75","2026-02-11",""
"MAZAZORG","1 scherm werkt niet en beeldscherm volgorde klopt niet","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","- Gebeld en uitgelegd dat hij de kabels even erin en eruit moest doen dit werkte ; beiden schermen doen het nu ; - ook wilde hij bij beeldscherm uitbreiden de juist volgorde van schermen dit is ook ingesteld nu","SerieNummer:","Office Licentie:","","","0.25","2026-02-11",""
